id,No,Timecode In,Timecode Out,Timecode IN(milliseconds),Timecode Out(milliseconds),Subtitle
_K5qApskPdQ.en.v,853,00:18:45:15,00:18:47:06,"00:18:45,600","00:18:47,270",how<00:18:45.760><c> are</c><00:18:45.919><c> we</c><00:18:46.000><c> struggling</c><00:18:46.400><c> to</c><00:18:46.480><c> keep</c><00:18:46.799><c> up</c><00:18:46.960><c> man</c><00:18:47.120><c> i'm</c>
_K5qApskPdQ.en.v,854,00:18:47:06,00:18:47:07,"00:18:47,270","00:18:47,280",how are we struggling to keep up man i'm
_K5qApskPdQ.en.v,855,00:18:47:07,00:18:50:15,"00:18:47,280","00:18:50,630",how are we struggling to keep up man i'm doing<00:18:47.520><c> great</c><00:18:47.840><c> down</c><00:18:48.080><c> here</c>
_K5qApskPdQ.en.v,856,00:18:50:15,00:18:50:16,"00:18:50,630","00:18:50,640",
_K5qApskPdQ.en.v,857,00:18:50:16,00:18:57:14,"00:18:50,640","00:18:57,590",i'm<00:18:50.960><c> i'm</c><00:18:51.200><c> fighting</c><00:18:51.440><c> this</c><00:18:51.679><c> guy</c><00:18:54.840><c> hopefully</c>
_K5qApskPdQ.en.v,858,00:18:57:14,00:18:57:15,"00:18:57,590","00:18:57,600",i'm i'm fighting this guy hopefully
_K5qApskPdQ.en.v,859,00:18:57:15,00:19:02:01,"00:18:57,600","00:19:02,070",i'm i'm fighting this guy hopefully i'm<00:18:57.760><c> just</c><00:18:57.919><c> going</c><00:18:58.240><c> for</c><00:18:58.400><c> it</c><00:18:58.480><c> man</c>
_K5qApskPdQ.en.v,860,00:19:02:01,00:19:02:02,"00:19:02,070","00:19:02,080",
_K5qApskPdQ.en.v,861,00:19:02:02,00:19:05:20,"00:19:02,080","00:19:05,830",help<00:19:02.320><c> me</c>
_K5qApskPdQ.en.v,862,00:19:05:20,00:19:05:21,"00:19:05,830","00:19:05,840",
_K5qApskPdQ.en.v,863,00:19:05:21,00:19:09:06,"00:19:05,840","00:19:09,270",i<00:19:06.000><c> basically</c><00:19:06.240><c> got</c><00:19:06.400><c> it</c><00:19:06.559><c> myself</c><00:19:07.280><c> so</c><00:19:08.400><c> let's</c><00:19:08.720><c> go</c>
_K5qApskPdQ.en.v,864,00:19:09:06,00:19:09:07,"00:19:09,270","00:19:09,280",i basically got it myself so let's go
_K5qApskPdQ.en.v,865,00:19:09:07,00:19:12:15,"00:19:09,280","00:19:12,630",i basically got it myself so let's go let's<00:19:09.440><c> go</c><00:19:09.679><c> we</c><00:19:09.760><c> gotta</c><00:19:10.000><c> score</c><00:19:10.320><c> this</c>
_K5qApskPdQ.en.v,866,00:19:12:15,00:19:12:16,"00:19:12,630","00:19:12,640",
_K5qApskPdQ.en.v,867,00:19:12:16,00:19:14:03,"00:19:12,640","00:19:14,150",we<00:19:12.799><c> gotta</c><00:19:13.039><c> score</c><00:19:13.200><c> this</c><00:19:13.440><c> i</c><00:19:13.520><c> gotta</c><00:19:13.760><c> score</c><00:19:14.000><c> this</c>
_K5qApskPdQ.en.v,868,00:19:14:03,00:19:14:04,"00:19:14,150","00:19:14,160",we gotta score this i gotta score this
_K5qApskPdQ.en.v,869,00:19:14:04,00:19:15:20,"00:19:14,160","00:19:15,830",we gotta score this i gotta score this at<00:19:14.240><c> least</c><00:19:14.720><c> oh</c><00:19:14.960><c> man</c><00:19:15.120><c> there's</c><00:19:15.280><c> like</c><00:19:15.440><c> two</c><00:19:15.600><c> people</c>
_K5qApskPdQ.en.v,870,00:19:15:20,00:19:15:21,"00:19:15,830","00:19:15,840",at least oh man there's like two people
_K5qApskPdQ.en.v,871,00:19:15:21,00:19:19:04,"00:19:15,840","00:19:19,190",at least oh man there's like two people down<00:19:16.000><c> there</c>
_K5qApskPdQ.en.v,872,00:19:19:04,00:19:19:05,"00:19:19,190","00:19:19,200",
_K5qApskPdQ.en.v,873,00:19:19:05,00:19:23:02,"00:19:19,200","00:19:23,110",that<00:19:19.360><c> was</c><00:19:19.520><c> good</c><00:19:19.760><c> right</c><00:19:20.080><c> right</c>
_K5qApskPdQ.en.v,874,00:19:23:02,00:19:23:03,"00:19:23,110","00:19:23,120",
_K5qApskPdQ.en.v,875,00:19:23:03,00:19:26:13,"00:19:23,120","00:19:26,549",oof<00:19:23.919><c> blast</c><00:19:24.320><c> him</c><00:19:24.400><c> out</c><00:19:24.480><c> of</c><00:19:24.559><c> there</c><00:19:26.000><c> nope</c><00:19:26.240><c> didn't</c>
_K5qApskPdQ.en.v,876,00:19:26:13,00:19:26:13,"00:19:26,549","00:19:26,559",oof blast him out of there nope didn't
_K5qApskPdQ.en.v,877,00:19:26:13,00:19:30:17,"00:19:26,559","00:19:30,710",oof blast him out of there nope didn't work
_K5qApskPdQ.en.v,878,00:19:30:17,00:19:30:18,"00:19:30,710","00:19:30,720",
_K5qApskPdQ.en.v,879,00:19:30:18,00:19:32:15,"00:19:30,720","00:19:32,630",dude<00:19:31.120><c> we</c><00:19:31.520><c> knocked</c><00:19:31.760><c> him</c><00:19:31.840><c> i</c><00:19:31.919><c> gotta</c><00:19:32.160><c> get</c><00:19:32.480><c> over</c>
_K5qApskPdQ.en.v,880,00:19:32:15,00:19:32:16,"00:19:32,630","00:19:32,640",dude we knocked him i gotta get over
_K5qApskPdQ.en.v,881,00:19:32:16,00:19:37:00,"00:19:32,640","00:19:37,029",dude we knocked him i gotta get over here<00:19:32.799><c> really</c><00:19:33.039><c> quick</c>
_K5qApskPdQ.en.v,882,00:19:37:00,00:19:37:00,"00:19:37,029","00:19:37,039",
_K5qApskPdQ.en.v,883,00:19:37:00,00:19:40:15,"00:19:37,039","00:19:40,630",time<00:19:37.280><c> to</c><00:19:37.440><c> score</c>
_K5qApskPdQ.en.v,884,00:19:40:15,00:19:40:16,"00:19:40,630","00:19:40,640",
_K5qApskPdQ.en.v,885,00:19:40:16,00:19:42:15,"00:19:40,640","00:19:42,630",there<00:19:40.799><c> you</c><00:19:40.960><c> go</c><00:19:41.200><c> destroyed</c><00:19:42.320><c> how</c><00:19:42.480><c> are</c><00:19:42.480><c> we</c>
_K5qApskPdQ.en.v,886,00:19:42:15,00:19:42:16,"00:19:42,630","00:19:42,640",there you go destroyed how are we
_K5qApskPdQ.en.v,887,00:19:42:16,00:19:43:18,"00:19:42,640","00:19:43,750",there you go destroyed how are we struggling<00:19:42.960><c> here</c><00:19:43.120><c> i</c><00:19:43.200><c> don't</c><00:19:43.360><c> i</c><00:19:43.440><c> don't</c><00:19:43.520><c> believe</c>
_K5qApskPdQ.en.v,888,00:19:43:18,00:19:43:19,"00:19:43,750","00:19:43,760",struggling here i don't i don't believe
_K5qApskPdQ.en.v,889,00:19:43:19,00:19:44:19,"00:19:43,760","00:19:44,789",struggling here i don't i don't believe we're<00:19:43.919><c> struggling</c><00:19:44.240><c> i</c><00:19:44.320><c> don't</c><00:19:44.400><c> believe</c><00:19:44.559><c> it</c><00:19:44.640><c> for</c>
_K5qApskPdQ.en.v,890,00:19:44:19,00:19:44:19,"00:19:44,789","00:19:44,799",we're struggling i don't believe it for
_K5qApskPdQ.en.v,891,00:19:44:19,00:19:45:14,"00:19:44,799","00:19:45,590",we're struggling i don't believe it for a<00:19:44.880><c> second</c>
_K5qApskPdQ.en.v,892,00:19:45:14,00:19:45:15,"00:19:45,590","00:19:45,600",a second
_K5qApskPdQ.en.v,893,00:19:45:15,00:19:49:10,"00:19:45,600","00:19:49,430",a second that<00:19:45.760><c> confusion</c><00:19:46.400><c> plus</c><00:19:46.720><c> plus</c>
_K5qApskPdQ.en.v,894,00:19:49:10,00:19:49:11,"00:19:49,430","00:19:49,440",
_K5qApskPdQ.en.v,895,00:19:49:11,00:19:50:19,"00:19:49,440","00:19:50,789",look<00:19:49.600><c> at</c><00:19:49.679><c> that</c><00:19:49.760><c> hit</c><00:19:50.000><c> that</c><00:19:50.080><c> was</c><00:19:50.240><c> such</c><00:19:50.400><c> a</c><00:19:50.559><c> strong</c>
_K5qApskPdQ.en.v,896,00:19:50:19,00:19:50:19,"00:19:50,789","00:19:50,799",look at that hit that was such a strong
_K5qApskPdQ.en.v,897,00:19:50:19,00:19:53:18,"00:19:50,799","00:19:53,750",look at that hit that was such a strong hit<00:19:51.039><c> dude</c><00:19:51.280><c> i'm</c><00:19:51.360><c> doing</c><00:19:51.600><c> great</c>
_K5qApskPdQ.en.v,898,00:19:53:18,00:19:53:19,"00:19:53,750","00:19:53,760",hit dude i'm doing great
_K5qApskPdQ.en.v,899,00:19:53:19,00:19:55:08,"00:19:53,760","00:19:55,350",hit dude i'm doing great uh<00:19:54.000><c> one</c><00:19:54.160><c> of</c><00:19:54.320><c> our</c><00:19:54.400><c> goals</c><00:19:54.640><c> got</c><00:19:54.799><c> destroyed</c><00:19:55.200><c> though</c>
_K5qApskPdQ.en.v,900,00:19:55:08,00:19:55:09,"00:19:55,350","00:19:55,360",uh one of our goals got destroyed though
_K5qApskPdQ.en.v,901,00:19:55:09,00:19:57:06,"00:19:55,360","00:19:57,270",uh one of our goals got destroyed though so<00:19:55.520><c> up</c><00:19:55.760><c> up</c><00:19:55.919><c> top</c><00:19:56.240><c> you</c><00:19:56.320><c> know</c><00:19:56.720><c> there's</c><00:19:56.960><c> a</c><00:19:57.039><c> problem</c>
_K5qApskPdQ.en.v,902,00:19:57:06,00:19:57:07,"00:19:57,270","00:19:57,280",so up up top you know there's a problem
_K5qApskPdQ.en.v,903,00:19:57:07,00:19:58:09,"00:19:57,280","00:19:58,390",so up up top you know there's a problem here<00:19:57.440><c> we're</c><00:19:57.600><c> all</c><00:19:57.760><c> together</c><00:19:58.080><c> which</c><00:19:58.320><c> is</c>
_K5qApskPdQ.en.v,904,00:19:58:09,00:19:58:10,"00:19:58,390","00:19:58,400",here we're all together which is
_K5qApskPdQ.en.v,905,00:19:58:10,00:20:00:03,"00:19:58,400","00:20:00,120",here we're all together which is interesting<00:19:59.039><c> but</c><00:19:59.280><c> uh</c>
_K5qApskPdQ.en.v,906,00:20:00:03,00:20:00:03,"00:20:00,120","00:20:00,130",interesting but uh
_K5qApskPdQ.en.v,907,00:20:00:03,00:20:01:14,"00:20:00,130","00:20:01,590",interesting but uh [Music]
_K5qApskPdQ.en.v,908,00:20:01:14,00:20:01:15,"00:20:01,590","00:20:01,600",[Music]
_K5qApskPdQ.en.v,909,00:20:01:15,00:20:05:04,"00:20:01,600","00:20:05,190",[Music] uh<00:20:01.919><c> who</c><00:20:02.080><c> do</c><00:20:02.240><c> i</c><00:20:04.240><c> yeah</c><00:20:04.400><c> they're</c><00:20:04.640><c> in</c><00:20:04.720><c> our</c><00:20:04.880><c> main</c>
_K5qApskPdQ.en.v,910,00:20:05:04,00:20:05:05,"00:20:05,190","00:20:05,200",uh who do i yeah they're in our main
_K5qApskPdQ.en.v,911,00:20:05:05,00:20:05:24,"00:20:05,200","00:20:05,990",uh who do i yeah they're in our main goal<00:20:05.520><c> you</c><00:20:05.679><c> kidding</c>
_K5qApskPdQ.en.v,912,00:20:05:24,00:20:06:00,"00:20:05,990","00:20:06,000",goal you kidding
_K5qApskPdQ.en.v,913,00:20:06:00,00:20:09:12,"00:20:06,000","00:20:09,510",goal you kidding me<00:20:06.159><c> right</c><00:20:06.320><c> now</c><00:20:08.320><c> we</c><00:20:08.480><c> left</c><00:20:08.720><c> it</c><00:20:08.799><c> undefended</c><00:20:09.360><c> so</c>
_K5qApskPdQ.en.v,914,00:20:09:12,00:20:09:13,"00:20:09,510","00:20:09,520",me right now we left it undefended so
_K5qApskPdQ.en.v,915,00:20:09:13,00:20:15:00,"00:20:09,520","00:20:15,029",me right now we left it undefended so what<00:20:09.840><c> can</c><00:20:10.000><c> i</c><00:20:10.080><c> say</c>
_K5qApskPdQ.en.v,916,00:20:15:00,00:20:15:00,"00:20:15,029","00:20:15,039",
_K5qApskPdQ.en.v,917,00:20:15:00,00:20:16:11,"00:20:15,039","00:20:16,470",if<00:20:15.280><c> we</c><00:20:15.360><c> can</c><00:20:15.520><c> score</c><00:20:15.760><c> some</c><00:20:15.919><c> more</c><00:20:16.080><c> that</c><00:20:16.240><c> would</c><00:20:16.320><c> be</c>
_K5qApskPdQ.en.v,918,00:20:16:11,00:20:16:12,"00:20:16,470","00:20:16,480",if we can score some more that would be
_K5qApskPdQ.en.v,919,00:20:16:12,00:20:18:13,"00:20:16,480","00:20:18,549",if we can score some more that would be wonderful
_K5qApskPdQ.en.v,920,00:20:18:13,00:20:18:13,"00:20:18,549","00:20:18,559",wonderful
_K5qApskPdQ.en.v,921,00:20:18:13,00:20:30:15,"00:20:18,559","00:20:30,630",wonderful here<00:20:18.720><c> they</c><00:20:18.880><c> are</c><00:20:19.039><c> up</c><00:20:19.120><c> here</c>
_K5qApskPdQ.en.v,922,00:20:30:15,00:20:30:16,"00:20:30,630","00:20:30,640",
_K5qApskPdQ.en.v,923,00:20:30:16,00:20:34:17,"00:20:30,640","00:20:34,710",so<00:20:30.799><c> we're</c><00:20:30.960><c> destroying</c><00:20:31.280><c> the</c><00:20:32.840><c> rotum</c>
_K5qApskPdQ.en.v,924,00:20:34:17,00:20:34:18,"00:20:34,710","00:20:34,720",so we're destroying the rotum
_K5qApskPdQ.en.v,925,00:20:34:18,00:20:41:00,"00:20:34,720","00:20:41,029",so we're destroying the rotum and<00:20:34.799><c> then</c><00:20:35.120><c> now</c><00:20:35.600><c> we</c><00:20:35.760><c> can</c><00:20:35.919><c> score</c><00:20:36.320><c> right</c>
_K5qApskPdQ.en.v,926,00:20:41:00,00:20:41:00,"00:20:41,029","00:20:41,039",
_K5qApskPdQ.en.v,927,00:20:41:00,00:20:44:11,"00:20:41,039","00:20:44,470",dunked<00:20:41.440><c> on</c><00:20:41.679><c> it</c><00:20:42.559><c> okay</c><00:20:43.039><c> i</c><00:20:43.280><c> i</c><00:20:43.679><c> oh</c><00:20:43.919><c> i</c><00:20:44.000><c> mean</c>
_K5qApskPdQ.en.v,928,00:20:44:11,00:20:44:12,"00:20:44,470","00:20:44,480",dunked on it okay i i oh i mean
_K5qApskPdQ.en.v,929,00:20:44:12,00:20:46:20,"00:20:44,480","00:20:46,830",dunked on it okay i i oh i mean i<00:20:44.640><c> i</c><00:20:44.799><c> don't</c><00:20:44.960><c> mind</c><00:20:45.200><c> traveling</c><00:20:45.600><c> with</c><00:20:45.679><c> everyone</c>
_K5qApskPdQ.en.v,930,00:20:46:20,00:20:46:21,"00:20:46,830","00:20:46,840",i i don't mind traveling with everyone
_K5qApskPdQ.en.v,931,00:20:46:21,00:20:48:09,"00:20:46,840","00:20:48,370",i i don't mind traveling with everyone but
_K5qApskPdQ.en.v,932,00:20:48:09,00:20:48:09,"00:20:48,370","00:20:48,380",but
_K5qApskPdQ.en.v,933,00:20:48:09,00:20:51:12,"00:20:48,380","00:20:51,510",but [Music]
_K5qApskPdQ.en.v,934,00:20:51:12,00:20:51:13,"00:20:51,510","00:20:51,520",
_K5qApskPdQ.en.v,935,00:20:51:13,00:20:54:13,"00:20:51,520","00:20:54,549",there<00:20:51.760><c> we</c><00:20:51.840><c> go</c><00:20:52.000><c> there</c><00:20:52.159><c> we</c><00:20:52.240><c> go</c><00:20:52.400><c> hold</c><00:20:52.640><c> on</c><00:20:54.320><c> this</c>
_K5qApskPdQ.en.v,936,00:20:54:13,00:20:54:13,"00:20:54,549","00:20:54,559",there we go there we go hold on this
_K5qApskPdQ.en.v,937,00:20:54:13,00:20:56:15,"00:20:54,559","00:20:56,630",there we go there we go hold on this guard<00:20:54.799><c> swap</c><00:20:55.120><c> confusion</c><00:20:55.760><c> business</c><00:20:56.159><c> is</c><00:20:56.320><c> really</c>
_K5qApskPdQ.en.v,938,00:20:56:15,00:20:56:16,"00:20:56,630","00:20:56,640",guard swap confusion business is really
_K5qApskPdQ.en.v,939,00:20:56:16,00:20:58:21,"00:20:56,640","00:20:58,870",guard swap confusion business is really interesting
_K5qApskPdQ.en.v,940,00:20:58:21,00:20:58:22,"00:20:58,870","00:20:58,880",interesting
_K5qApskPdQ.en.v,941,00:20:58:22,00:21:01:16,"00:20:58,880","00:21:01,669",interesting i<00:20:58.960><c> don't</c><00:20:59.120><c> have</c><00:20:59.280><c> anything</c><00:20:59.600><c> to</c><00:20:59.679><c> score</c><00:21:01.280><c> but</c><00:21:01.520><c> we</c>
_K5qApskPdQ.en.v,942,00:21:01:16,00:21:01:16,"00:21:01,669","00:21:01,679",i don't have anything to score but we
_K5qApskPdQ.en.v,943,00:21:01:16,00:21:05:24,"00:21:01,679","00:21:05,990",i don't have anything to score but we are<00:21:01.840><c> scoring</c><00:21:02.240><c> so</c><00:21:02.400><c> that's</c><00:21:02.640><c> good</c>
_K5qApskPdQ.en.v,944,00:21:05:24,00:21:06:00,"00:21:05,990","00:21:06,000",
_K5qApskPdQ.en.v,945,00:21:06:00,00:21:09:17,"00:21:06,000","00:21:09,680",i'm<00:21:06.159><c> just</c><00:21:06.320><c> hanging</c><00:21:06.559><c> out</c><00:21:06.720><c> dude</c>
_K5qApskPdQ.en.v,946,00:21:09:17,00:21:09:17,"00:21:09,680","00:21:09,690",
_K5qApskPdQ.en.v,947,00:21:09:17,00:21:11:06,"00:21:09,690","00:21:11,270",[Music]
_K5qApskPdQ.en.v,948,00:21:11:06,00:21:11:07,"00:21:11,270","00:21:11,280",[Music]
_K5qApskPdQ.en.v,949,00:21:11:07,00:21:24:04,"00:21:11,280","00:21:24,160",[Music] okay<00:21:11.520><c> i'm</c><00:21:11.840><c> taking</c><00:21:12.080><c> some</c><00:21:12.320><c> beatings</c><00:21:14.840><c> though</c>
_K5qApskPdQ.en.v,950,00:21:24:04,00:21:24:04,"00:21:24,160","00:21:24,170",
_K5qApskPdQ.en.v,951,00:21:24:04,00:21:27:22,"00:21:24,170","00:21:27,909",[Applause]
_K5qApskPdQ.en.v,952,00:21:27:22,00:21:27:22,"00:21:27,909","00:21:27,919",[Applause]
_K5qApskPdQ.en.v,953,00:21:27:22,00:21:37:00,"00:21:27,919","00:21:37,029",[Applause] okay<00:21:28.159><c> i'm</c><00:21:28.480><c> i'm</c><00:21:28.840><c> out</c><00:21:29.840><c> i'm</c><00:21:30.080><c> dead</c><00:21:30.320><c> i'm</c><00:21:30.480><c> so</c><00:21:30.720><c> dead</c>
_K5qApskPdQ.en.v,954,00:21:37:00,00:21:37:00,"00:21:37,029","00:21:37,039",
_K5qApskPdQ.en.v,955,00:21:37:00,00:21:41:22,"00:21:37,039","00:21:41,909",okay
_K5qApskPdQ.en.v,956,00:21:41:22,00:21:41:22,"00:21:41,909","00:21:41,919",
_K5qApskPdQ.en.v,957,00:21:41:22,00:21:43:22,"00:21:41,919","00:21:43,909",get<00:21:42.159><c> out</c><00:21:42.240><c> of</c><00:21:42.320><c> here</c><00:21:42.480><c> dude</c><00:21:43.039><c> i</c><00:21:43.200><c> just</c><00:21:43.360><c> had</c><00:21:43.440><c> to</c><00:21:43.600><c> stun</c>
_K5qApskPdQ.en.v,958,00:21:43:22,00:21:43:22,"00:21:43,909","00:21:43,919",get out of here dude i just had to stun
_K5qApskPdQ.en.v,959,00:21:43:22,00:21:46:07,"00:21:43,919","00:21:46,310",get out of here dude i just had to stun him<00:21:44.640><c> oh</c><00:21:45.039><c> oh</c><00:21:45.280><c> he's</c><00:21:45.520><c> almost</c><00:21:45.760><c> got</c><00:21:45.919><c> me</c>
_K5qApskPdQ.en.v,960,00:21:46:07,00:21:46:08,"00:21:46,310","00:21:46,320",him oh oh he's almost got me
_K5qApskPdQ.en.v,961,00:21:46:08,00:21:48:11,"00:21:46,320","00:21:48,470",him oh oh he's almost got me we're<00:21:46.480><c> in</c><00:21:46.559><c> the</c><00:21:46.640><c> lead</c><00:21:47.600><c> thankfully</c><00:21:48.000><c> i</c><00:21:48.080><c> can</c><00:21:48.240><c> heal</c>
_K5qApskPdQ.en.v,962,00:21:48:11,00:21:48:12,"00:21:48,470","00:21:48,480",we're in the lead thankfully i can heal
_K5qApskPdQ.en.v,963,00:21:48:12,00:21:51:00,"00:21:48,480","00:21:51,029",we're in the lead thankfully i can heal here
_K5qApskPdQ.en.v,964,00:21:51:00,00:21:51:00,"00:21:51,029","00:21:51,039",
_K5qApskPdQ.en.v,965,00:21:51:00,00:21:53:22,"00:21:51,039","00:21:53,909",uh<00:21:51.600><c> so</c><00:21:52.080><c> zapdos</c><00:21:52.640><c> zapdos</c><00:21:53.200><c> oh</c><00:21:53.360><c> man</c><00:21:53.520><c> i</c><00:21:53.600><c> don't</c><00:21:53.760><c> have</c>
_K5qApskPdQ.en.v,966,00:21:53:22,00:21:53:22,"00:21:53,909","00:21:53,919",uh so zapdos zapdos oh man i don't have
_K5qApskPdQ.en.v,967,00:21:53:22,00:21:57:04,"00:21:53,919","00:21:57,190",uh so zapdos zapdos oh man i don't have hardly<00:21:54.240><c> anything</c><00:21:54.559><c> i</c><00:21:54.640><c> gotta</c><00:21:54.880><c> heal</c>
_K5qApskPdQ.en.v,968,00:21:57:04,00:21:57:05,"00:21:57,190","00:21:57,200",hardly anything i gotta heal
_K5qApskPdQ.en.v,969,00:21:57:05,00:21:58:17,"00:21:57,200","00:21:58,710",hardly anything i gotta heal okay<00:21:57.360><c> maybe</c><00:21:57.679><c> i</c><00:21:57.760><c> just</c><00:21:57.840><c> got</c><00:21:58.000><c> to</c><00:21:58.080><c> go</c><00:21:58.240><c> for</c><00:21:58.400><c> it</c><00:21:58.480><c> man</c>
_K5qApskPdQ.en.v,970,00:21:58:17,00:21:58:18,"00:21:58,710","00:21:58,720",okay maybe i just got to go for it man
_K5qApskPdQ.en.v,971,00:21:58:18,00:21:59:18,"00:21:58,720","00:21:59,750",okay maybe i just got to go for it man because<00:21:58.880><c> they're</c><00:21:59.120><c> they're</c><00:21:59.280><c> in</c><00:21:59.440><c> the</c><00:21:59.600><c> they're</c>
_K5qApskPdQ.en.v,972,00:21:59:18,00:21:59:19,"00:21:59,750","00:21:59,760",because they're they're in the they're
_K5qApskPdQ.en.v,973,00:21:59:19,00:22:02:19,"00:21:59,760","00:22:02,789",because they're they're in the they're in<00:21:59.840><c> the</c><00:21:59.919><c> fight</c><00:22:00.159><c> right</c><00:22:00.320><c> now</c>
_K5qApskPdQ.en.v,974,00:22:02:19,00:22:02:19,"00:22:02,789","00:22:02,799",
_K5qApskPdQ.en.v,975,00:22:02:19,00:22:14:19,"00:22:02,799","00:22:14,789",here<00:22:02.960><c> we</c><00:22:03.120><c> go</c><00:22:04.960><c> i'm</c><00:22:05.120><c> gonna</c><00:22:05.280><c> use</c><00:22:05.360><c> my</c><00:22:05.520><c> unite</c><00:22:10.840><c> move</c>
_K5qApskPdQ.en.v,976,00:22:14:19,00:22:14:19,"00:22:14,789","00:22:14,799",
_K5qApskPdQ.en.v,977,00:22:14:19,00:22:18:23,"00:22:14,799","00:22:18,950",all<00:22:14.880><c> right</c><00:22:15.120><c> guard</c><00:22:15.360><c> swap</c><00:22:15.679><c> again</c><00:22:16.159><c> a</c><00:22:16.240><c> better</c><00:22:16.480><c> one</c>
_K5qApskPdQ.en.v,978,00:22:18:23,00:22:18:24,"00:22:18,950","00:22:18,960",
_K5qApskPdQ.en.v,979,00:22:18:24,00:22:23:14,"00:22:18,960","00:22:23,590",that<00:22:19.120><c> was</c><00:22:19.280><c> good</c><00:22:21.760><c> i</c><00:22:21.840><c> need</c><00:22:22.000><c> to</c><00:22:22.159><c> probably</c><00:22:22.480><c> uh</c>
_K5qApskPdQ.en.v,980,00:22:23:14,00:22:23:15,"00:22:23,590","00:22:23,600",that was good i need to probably uh
_K5qApskPdQ.en.v,981,00:22:23:15,00:22:26:17,"00:22:23,600","00:22:26,710",that was good i need to probably uh heal<00:22:23.919><c> or</c><00:22:24.000><c> something</c><00:22:24.480><c> or</c><00:22:24.799><c> no</c><00:22:26.400><c> there</c><00:22:26.559><c> you</c><00:22:26.640><c> go</c>
_K5qApskPdQ.en.v,982,00:22:26:17,00:22:26:18,"00:22:26,710","00:22:26,720",heal or something or no there you go
_K5qApskPdQ.en.v,983,00:22:26:18,00:22:27:18,"00:22:26,720","00:22:27,750",heal or something or no there you go we're<00:22:26.799><c> in</c><00:22:26.880><c> the</c><00:22:26.960><c> final</c><00:22:27.200><c> stretch</c><00:22:27.520><c> and</c><00:22:27.600><c> we're</c>
_K5qApskPdQ.en.v,984,00:22:27:18,00:22:27:19,"00:22:27,750","00:22:27,760",we're in the final stretch and we're
_K5qApskPdQ.en.v,985,00:22:27:19,00:22:28:21,"00:22:27,760","00:22:28,870",we're in the final stretch and we're getting<00:22:28.000><c> it</c>
_K5qApskPdQ.en.v,986,00:22:28:21,00:22:28:22,"00:22:28,870","00:22:28,880",getting it
